name,item_id,original_price,price,discount,rating,review,location,seller_name,seller_id,item_sold,item_url,image_url
Lenovo Thinkpad core i5  Laptop gen 6th ram 8gb core i5  Ssd 256 gb full fresh and  fast laptop ..7 days garanty..1 years servise warranty  (used),343992669,36500.0,24500.0,,5.0,6,,Laptop City Online Shop ,700563152776,14,//www.daraz.com.bd/products/lenovo-thinkpad-core-i5-gen-6th-ram-8gb-core-i5-ssd-256-gb-7-1-i343992669.html,https://bd-live-21.slatic.net/kf/S1be7650268d34b8e81db833507410647A.jpg
"Hp Elightbook 840 G3 Laptop core i5 gen 6th ram 8gb ssd 256 gb Display 14"" Akdom Full fresh condaditon (used)",339235400,33333.0,25700.0,,5.0,2,,Laptop City Online Shop ,700563152776,0,//www.daraz.com.bd/products/hp-elighbook-840-g3-i5-gen-6th-ram-8gb-ssd-256-gb-14-akdom-i339235400.html,https://bd-live-21.slatic.net/kf/Sb925a6ebddb44112be252ed260b915323.jpg
"Walton Tab Walpad 10H Pro 8/128 with 10.36”  FHD Display, Octa Core Chip, MediaTek Helio G99, 6200 mAh Battery and Latest OS",325698009,21850.0,20950.0,,5.0,2,,Walton Digi-Tech,1011255,21,//www.daraz.com.bd/products/walton-tab-walpad-10h-pro-8128-fhd-octa-mediatek-helio-g99-1036-mah-os-i325698009.html,https://static-01.daraz.com.bd/p/f4c5ca3915bc683e670cc13eaac32de6.png
CHUWI HeroBook Pro Intel Celeron N4020 14.1 inch Laptop 8G+256G Gray color two years warranty,332299991,39000.0,29900.0,,5.0,3,,XingYun Group,700509489030,5,//www.daraz.com.bd/products/chuwi-n4020-141-8g-256g-i332299991.html,https://static-01.daraz.com.bd/p/801e4cfe7895e9e7160b850423867e21.jpg
"Walton Tab Walpad 10H Pro With Keyboard 8/128 with 10.36”  FHD Plus Display, Octa Core Chip, MediaTek Helio G99, 6200 mAh Battery and Latest OS",339657882,22850.0,21995.0,,5.0,2,,Walton Digi-Tech,1011255,5,//www.daraz.com.bd/products/walton-tab-walpad-10h-pro-8128-fhd-mediatek-helio-g99-1036-mah-os-i339657882.html,https://static-01.daraz.com.bd/p/e4011b5c7d04d7db1a80683024776ea9.jpg
"HP 250 G10 i3 (1315u) Laptop with 13th Gen 8GB RAM 512GB SSD 15.6"" FHD IPS Silver and 2 Year Warranty",323965673,58000.0,53450.0,,4.86,7,,COMPUTER ARCHIVES,1005849,21,//www.daraz.com.bd/products/hp-250-g10-i3-1315u-laptop-with-13th-gen-8gb-ram-512gb-ssd-156-fhd-ips-silver-and-2-year-warranty-i323965673.html,https://static-01.daraz.com.bd/p/6d91c1b6d137e60d8d18b4540b8759fd.png
HP 250 G9 Core i3 12th Gen 8GB ram 512GB SSD 15.6 Inch FHD Free Dos Silver Laptop,316279783,54119.0,51500.0,,5.0,4,,COMPUTER ARCHIVES,1005849,13,//www.daraz.com.bd/products/hp-250-g9-core-i3-12th-gen-8gb-ram-512gb-ssd-156-fhd-i316279783.html,https://static-01.daraz.com.bd/p/544cd3caf750dc46bbd1464e67d6873c.jpg
Lenovo Thinkpad core i5 8th gen Ram 8gb Ssd 256gb Model x280 akdom Full fresh hoyea asha kono poblam nay dubaithaka ana ai gula (used),349090983,38500.0,28400.0,,4.5,2,,Laptop City Online Shop ,700563152776,6,//www.daraz.com.bd/products/lenovo-thinkpad-core-i5-8th-gen-ram-8gb-ssd-256gb-x280-akdom-hoyea-asha-kono-poblam-nay-dubaithaka-aaa-ai-gula-i349090983.html,https://bd-live-21.slatic.net/kf/S97b6e4f022944e77ae6a113a7cb17f1bc.jpg
ASUS TUF Gaming A15 FX507VV-LP151W 13th Gen Core-i7 Gaming Laptop,389183516,205670.0,199975.0,,0.0,0,,BD SALE CTG,700539351781,0,//www.daraz.com.bd/products/asus-tuf-gaming-a15-fx507vv-lp151w-13th-gen-core-i7-gaming-laptop-i389183516.html,https://static-01.daraz.com.bd/p/d18aa0baf101158c378653906a3f7f6f.jpg
"ASUS TUF Gaming F15 FX507ZC4 Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",393349406,-1.0,117499.0,,0.0,0,,SUMASH TECH LIMITED,700649760132,0,//www.daraz.com.bd/products/asus-tuf-f15-fx507zc4-i5-12th-gen-rtx-3050-4gb-156-fhd-i393349406.html,https://static-01.daraz.com.bd/p/12d5043269427e4306e78c2d40788e14.png
Hp G6 Laptop Core i5 gen 8th Ram 8gb SSd 256gb  tas schine display (used),339236089,45322.0,35500.0,,0.0,0,,Laptop City Online Shop ,700563152776,0,//www.daraz.com.bd/products/hp-g6-i5-gen-8th-ram-8gb-ssd-256gb-tas-schine-i339236089.html,https://bd-live-21.slatic.net/kf/S33c494e35c414d9c92c45fbd4e1e98b7o.jpg
Walton Walpad 8G with 4GB RAM 64GB Storage 2GHz Quad-Core CPU and 8-inch IPS Display 5000 mAh Lithium-Ion Battery,239411651,15750.0,15250.0,,3.6,5,,Walton Digi-Tech,1011255,74,//www.daraz.com.bd/products/4gb-ram-64gb-2ghz-cpu-8-ips-5000-mah-8g-i239411651.html,https://static-01.daraz.com.bd/p/d12128826dc5d814d7efd281b8e6e258.png
"Gigabyte Gaming G5 MF5 13th Gen i7-13620H 2.40 To 4.90GHz, 16GB , 1TB SSD, RTX4050 6GB, Win 11 Home, 15.6 Inch FHD Gaming Laptop",356181724,153500.0,151100.0,,0.0,0,,BD SALE CTG,700539351781,0,//www.daraz.com.bd/products/gigabyte-gaming-g5-mf5-13th-gen-i7-13620h-240-to-490ghz-16gb-1tb-ssd-rtx4050-6gb-win-11-home-156-inch-fhd-gaming-laptop-i356181724.html,https://static-01.daraz.com.bd/p/d69487d01883eedcff2da7783ebc7a04.png
"MacBook Air 13.6"" 2024 M3 (8GB/256GB)",360559989,150000.0,129999.0,,0.0,0,,SUMASH TECH LIMITED,700649760132,0,//www.daraz.com.bd/products/macbook-air-136-2024-m3-8gb256gb-i360559989.html,https://static-01.daraz.com.bd/p/2e1fc52c2bc47f8f4777cdff67893ca5.jpg
"ASUS Vivobook 16 X1605VA-MB872W Core-i7 13th Gen 16GB RAM 512GB SSD 16"" WUXGA Laptop",388954356,108990.0,106910.0,,0.0,0,,BD SALE CTG,700539351781,0,//www.daraz.com.bd/products/asus-vivobook-16-x1605va-mb872w-core-i7-13th-gen-16gb-ram-512gb-ssd-16-wuxga-laptop-i388954356.html,https://static-01.daraz.com.bd/p/64e82a0f03d6afd6261507e7c13651cd.jpg
ASUS Vivobook 15 X515MA-BQ636T Intel Celeron N4020 4GB RAM 1TB HDD 15.6 Inch FHD Laptop,341726809,41200.0,38350.0,,0.0,0,,BD SALE CTG,700539351781,0,//www.daraz.com.bd/products/asus-vivobook-15-x515ma-bq636t-intel-celeron-n4020-4gb-ram-1tb-hdd-156-inch-fhd-laptop-i341726809.html,https://static-01.daraz.com.bd/p/4eeca67f6b3b32e25dbf8623e7118a43.jpg
Chuwi GemiBook Plus Intel Celeron N100 15.6 inch Full HD Laptop,332302715,48600.0,36899.0,,0.0,0,,XingYun Group,700509489030,0,//www.daraz.com.bd/products/chuwi-n100-156-hd-i332302715.html,https://static-01.daraz.com.bd/p/c22de4e73fd15d816407d05fb7dc3c0c.jpg
"ASUS Vivobook 16 X1605VA-MB386W Core-i5 13th Gen 16GB RAM 512GB SSD 16"" WUXGA Laptop",388191872,95350.0,90374.0,,0.0,0,,BD SALE CTG,700539351781,0,//www.daraz.com.bd/products/asus-vivobook-16-x1605va-mb386w-core-i5-13th-gen-16gb-ram-512gb-ssd-16-wuxga-laptop-i388191872.html,https://static-01.daraz.com.bd/p/ab7ec9358b69533fbb01dfc79e1f3072.jpg
"HP 15s-fq5295nia core i5-1235u 12th gen 8GB ram 512GB SSD 15.6"" FHD 2 Year Warranty laptop",321420450,72000.0,65500.0,,5.0,1,,COMPUTER ARCHIVES,1005849,0,//www.daraz.com.bd/products/hp-15s-fq5295ia-i5-1235u-12th-gen-8gb-ram-512gb-ssd-156-fhd-2-i321420450.html,https://static-01.daraz.com.bd/p/b14cd37d78ef1ab937ccbe66a7310bb3.jpg
"Lenovo ThinkPad X1 Yoga Core i5 8th Gen Touchscreen 360° routed display 

tas pan thakba Ram 16gb ssd 256gb",355119880,55600.0,42500.0,,5.0,1,,Laptop City Online Shop ,700563152776,0,//www.daraz.com.bd/products/lenovo-thinkpad-x1-yoga-core-i5-8th-gen-360-tas-pan-thakba-ram-16gb-ssd-256gb-i355119880.html,https://bd-live-21.slatic.net/kf/Sd3ea0990aa2e46a2af89d34a05c32a9eW.jpg
ASUS ROG Zephyrus G15 GA503RM Ryzen 7 6800HS Gaming Laptop - 16GB DDR5 RAM - 1TB M.2 NVMe SSD - RTX 3060 6GB GDDR6 Graphics - 15.6-inch 2K WQHD Display - Eclipse Gray #GA503RM-LN058W,274584139,263160.0,196760.0,,0.0,0,,ASUS Store,700509444076,6,//www.daraz.com.bd/products/asus-rog-zephyrusg15-ga503rm-7-6800hs-16gb-ddr5-ram-1tb-m2-nvme-ssd-rtx-3060-6gb-gddr6-156-2k-wqhd-ga503rm-ln058w-i274584139.html,https://static-01.daraz.com.bd/p/08339b97af3590dd13eb178c3faa010c.jpg
Asus Vivobook X515MA-BQ636T Intel Celeron N4020 1.1 to 2.8GHz 4GB RAM 1TB HDD 15.6 FHD Laptop,216611516,40500.0,38490.0,,0.0,0,,JANANI COMPUTERS (CTG),1043982,0,//www.daraz.com.bd/products/asus-vivobook-x515ma-bq636t-intel-celeron-n4020-11-to-28ghz-4gb-ram-1tb-hdd-156-fhd-laptop-i216611516.html,https://static-01.daraz.com.bd/p/ecdd399a272ef9c745da452bba7d5cec.jpg
"Gigabyte AERO 16 OLED BKF Core i7 13th Gen 16GB,1TB SSD,8GB Graphics, Win 11H,16""OLED Gaming Laptop",356399226,206000.0,204800.0,,0.0,0,,JANANI COMPUTERS (CTG),1043982,0,//www.daraz.com.bd/products/gigabyte-aero-16-oled-bkf-core-i7-13th-gen-16gb1tb-ssd8gb-graphics-win-11h16oled-gaming-laptop-i356399226.html,https://static-01.daraz.com.bd/p/b954ba0c44a08ba6a2eaf4317bd69849.png
HP ZBook 14U G5 Core i5 8th Gen Laptop Ram 8gb ssd 256gb Full fresh conditions er laptop,354104775,-1.0,38560.0,,0.0,0,,Laptop City Online Shop ,700563152776,0,//www.daraz.com.bd/products/hp-zbook-14u-g5-core-i5-8th-gen-ram-8gb-ssd-256gb-i354104775.html,https://bd-live-21.slatic.net/kf/S30e33f84805f4979b1c07554da1c6e4c1.jpg
"HP 250 G9 (9S7M7AT) Intel Core i3-1215U 12th Gen 1.20 to 4.40GHz, 8GB RAM, 512GB SSD, 15.6 Inch HD LED Asteroid Silver Laptop",390056224,58500.0,55200.0,,0.0,0,,BD SALE CTG,700539351781,0,//www.daraz.com.bd/products/hp-250-g9-9s7m7at-intel-core-i3-1215u-12th-gen-120-to-440ghz-8gb-ram-512gb-ssd-156-inch-hd-led-asteroid-silver-laptop-i390056224.html,https://static-01.daraz.com.bd/p/d128b82e53f5aa9cff1316a8a1c0f301.png
ASUS Vivobook Go 15 OLED E1504FA-L1565W Ryzen 5 7520U 16GB RAM 512GB SSD 15.6'' OLED Laptop,387557557,79700.0,72850.0,,0.0,0,,BD SALE CTG,700539351781,0,//www.daraz.com.bd/products/asus-vivobook-go-15-oled-e1504fa-l1565w-ryzen-5-7520u-16gb-ram-512gb-ssd-156-oled-laptop-i387557557.html,https://static-01.daraz.com.bd/p/c7bd995723b08a98fc00d17ee1749470.jpg
"HP 250 G8 11th Gen Core i3-1115G4 3 to 4.1GHz, 8GB, 1TB HDD, 15.6 Inch FHD Laptop",327309580,53000.0,49750.0,,0.0,0,,BD Sales,700507764232,0,//www.daraz.com.bd/products/hp-250-g8-11th-gen-core-i3-1115g4-3-to-41ghz-8gb-1tb-hdd-156-inch-fhd-laptop-i327309580.html,https://static-01.daraz.com.bd/p/ccec0f3263aca8a09191aefb9671ee0c.png
ASUS Vivobook Go 15 OLED E1504FA-L1565W Ryzen 5-7520U 16GB RAM 512GB SSD 15.6 Inch OLED Laptop,390337762,79000.0,72850.0,,0.0,0,,MS Royal Select,700534707572,0,//www.daraz.com.bd/products/asus-vivobook-go-15-oled-e1504fa-l1565w-ryzen-5-7520u-16gb-ram-512gb-ssd-156-inch-oled-laptop-i390337762.html,https://static-01.daraz.com.bd/p/58120763da737a786d6b10509879b0fc.png
ASUS Vivobook 15 OLED M1505YA-L1098W Ryzen 7 7730U Laptop,389198083,99800.0,96799.0,,0.0,0,,MS Royal Select,700534707572,0,//www.daraz.com.bd/products/asus-vivobook-15-oled-m1505ya-l1098w-ryzen-7-7730u-laptop-i389198083.html,https://static-01.daraz.com.bd/p/fe80f408d318e64dda7a0776c9066e32.jpg
Chuwi GemiBook XPro Intel Celeron N100 14.1 inch Full HD Laptop,332619683,47000.0,36899.0,,5.0,1,,Shenzhen Electronics,700582992817,0,//www.daraz.com.bd/products/chuwi-gemibook-xpro-intel-n100-141-hd-i332619683.html,https://static-01.daraz.com.bd/p/7d004e5a601f2fbce3fd852cb73ae70b.jpg
"ASUS Vivobook 16 X1605VA-MB871W Core-i3 13th Gen 8GB RAM 512GB SSD 16"" WUXGA Laptop",388938709,72470.0,70464.0,,0.0,0,,BD SALE CTG,700539351781,0,//www.daraz.com.bd/products/asus-vivobook-16-x1605va-mb871w-core-i3-13th-gen-8gb-ram-512gb-ssd-16-wuxga-laptop-i388938709.html,https://static-01.daraz.com.bd/p/64e82a0f03d6afd6261507e7c13651cd.jpg
"Xiaomi RedmiBook 15 Core i3 11th Gen 15.6"" FHD Laptop",273976589,57000.0,52489.0,,5.0,1,,Intimacy Computer & Solutions,700518771541,0,//www.daraz.com.bd/products/xiaomi-redmibook-15-core-i3-11th-gen-156-fhd-laptop-i273976589.html,https://static-01.daraz.com.bd/p/e82df66bce9f465dbdc189bae0733d37.jpg
"HP 15s-eq1578AU (7K1K3PA) AMD Athlon Silver 3050U 2.3 to 3.2GHz, 8GB 256GB SSD, Win 11, 15.6 Inch IPS FHD Laptop",304433636,49000.0,48499.0,,0.0,0,,JANANI COMPUTERS (CTG),1043982,0,//www.daraz.com.bd/products/hp-15s-eq1578au-7k1k3pa-amd-athlon-silver-3050u-23-to-32ghz-8gb-256gb-ssd-win-11-156-inch-ips-fhd-laptop-i304433636.html,https://static-01.daraz.com.bd/p/48d6f096ce069967a55fea02bf565f56.jpg
Qbits Sigma X2 Laptop Intel® Core™ i5-1240P (1.70 GHz to 4.40 GHz 12 MB Cache) with 16 GB RAM and 500GB M.2 WD NVMe SSD,351896953,68000.0,60999.0,,5.0,1,,Qbits,700535937145,0,//www.daraz.com.bd/products/qbits-sigma-x2-intel-core16-gb-ram-500gb-m2-wd-nvme-ssd-i5-1240p-170-ghz-440-ghz-12-mb-i351896953.html,https://static-01.daraz.com.bd/p/1b25f0537a520abfe14fa66f7b2f18b1.jpg
ASUS Vivobook S 16 OLED S5606MA-MX071W Core Ultra 5-125H 16GB RAM 512GB SSD 16-inch OLED Laptop,389182732,163700.0,152600.0,,0.0,0,,MS Royal Select,700534707572,0,//www.daraz.com.bd/products/asus-vivobook-s-16-oledma-mx071w-core-ultra-5-125h-16gb-ram-512gb-ssd-16-inch-oled-laptop-i389182732.html,https://static-01.daraz.com.bd/p/7e1f27cef9cc1314b9652d4df79e96dc.jpg
"Gigabyte Gaming G5 MF 12th Gen i5-12500H 2.5 To 4.5GHz, 8GB , 512GB SSD, RTX4050 6GB, Win 11 Home, 15.6 Inch FHD Gaming Laptop",318820231,138300.0,131000.0,,0.0,0,,JANANI COMPUTERS (CTG),1043982,0,//www.daraz.com.bd/products/gigabyte-gaming-g5-mf-12th-gen-i5-12500h-25-to-45ghz-8gb-512gb-ssd-rtx4050-6gb-win-11-home-156-inch-fhd-gaming-laptop-i318820231.html,https://static-01.daraz.com.bd/p/ddfbff81460a738e5f7d149dd10dd051.jpg
Huawei MateBook D 15 2021 Model Intel Core i3 11th Gen 15.6 Inch FHD IPS Display Laptop,278473857,70000.0,63998.0,,0.0,0,,Intimacy Computer & Solutions,700518771541,0,//www.daraz.com.bd/products/huawei-matebook-d-15-2021-model-intel-core-i3-11th-gen-156-inch-fhd-ips-display-laptop-i278473857.html,https://static-01.daraz.com.bd/p/ed8e46896fb707cf426d1254bec99315.jpg
"HP 250 G10 intel Core i5-1335u 13th generation Laptop 8GB Ram 512GB SSD 15.6"" FHD IPS Fingerprint Sensor Backlit Keyboard  Silver Color 02 Year Warranty",325120757,78000.0,70526.0,,0.0,0,,COMPUTER ARCHIVES,1005849,0,//www.daraz.com.bd/products/hp-250-g10-intel-core-i5-1335u-13th-8gb-ram-512gb-ssd-156-fhd-ips-02-i325120757.html,https://static-01.daraz.com.bd/p/a698272bf6b0905cb0cf8cc2275f8b6a.png
Qbits Sigma X2 Laptop Intel® Core™ i5-1240P (1.70 GHz to 4.40 GHz 12 MB Cache) with 8 GB RAM and 500GB M.2 WD NVMe SSD,351902531,66000.0,57999.0,,0.0,0,,Qbits,700535937145,0,//www.daraz.com.bd/products/qbits-sigma-x2-intel-8-gb-ram-500gb-m2-wd-nvme-ssf-i5-1240p-170-ghz-440-ghz-12-mb-i351902531.html,https://static-01.daraz.com.bd/p/09907a00eaf4175a1decf4d6d5c16ed4.png
ASUS Vivobook 15 (X1504VA-NJ263W) 13TH Gen Core i7 16GB RAM 512GB SSD Laptop,387555341,107898.0,105730.0,,0.0,0,,BD SALE CTG,700539351781,0,//www.daraz.com.bd/products/asus-vivobook-15-x1504va-nj263w-13th-gen-core-i7-16gb-ram-512gb-ssd-laptop-i387555341.html,https://static-01.daraz.com.bd/p/3abb643a859110950af719a59f16a626.jpg
MacBook Air 13’’ 2020 M1 (8/256 GB),345303200,113999.0,93999.0,,0.0,0,Dhaka,SUMASH TECH LIMITED,700649760132,0,//www.daraz.com.bd/products/macbook-air-13-2020-m1-8256-gb-i345303200.html,https://static-01.daraz.com.bd/p/ebbcbcd4ef66db684f35175c33ddc77d.jpg
ASUS Vivobook 15 X515MA-BQ636T Intel Celeron N4020 4GB RAM 1TB HDD 15.6 Inch FHD Laptop,347966663,49499.0,43399.0,,0.0,0,Chattogram,I-CROWN,700507341076,0,//www.daraz.com.bd/products/asus-vivobook-15-x515ma-bq636t-intel-celeron-n4020-4gb-ram-1tb-hdd-156-inch-fhd-laptop-i347966663.html,https://static-01.daraz.com.bd/p/ee45d325fc19e8d84cd1d89c26b96f81.png
"Chuwi GemiBook XPro 14.1 Inch N100 3.4GHz, 8GB, 256GB, Win11 Laptop",336007166,42000.0,35000.0,,0.0,0,Chattogram,JANANI COMPUTERS (CTG),1043982,0,//www.daraz.com.bd/products/chuwi-gemibook-xpro-141-inch-n100-34ghz-8gb-256gb-win11-laptop-i336007166.html,https://static-01.daraz.com.bd/p/6c7c7362a1af7201a5de799d83a18d84.png
Asus ExpertBook P1512CEA-EJ0406 11th Gen Intel Core i3-1115G4  4GB RAM 1TB HDD 15.6 Inch FHD Laptop,272849667,55500.0,54500.0,,0.0,0,Chattogram,BD Sales,700507764232,0,//www.daraz.com.bd/products/asus-expertbook-p1512cea-ej0406-11th-gen-intel-core-i3-1115g4-4gb-ram-1tb-hdd-156-inch-fhd-laptop-i272849667.html,https://static-01.daraz.com.bd/p/dd0a56c04108b5ade899c4972ce60aaf.jpg
Walton Walpad 8G RAM	4GB Storage 64GB Display 8 inch IPS Quad Core Processor,290964754,-1.0,15750.0,,0.0,0,Dhaka,Wow Bazar BD,700508883610,0,//www.daraz.com.bd/products/walton-walpad-8g-ram4gb-64gb-ips-i290964754.html,https://static-01.daraz.com.bd/p/562325d104cfd6deeaa01ef5f630af15.jpg
Qbits Sigma X2 Laptop Intel® Core™ i5-1240P (1.70 GHz to 4.40 GHz 12 MB Cache) with 16 GB RAM and 1TB M.2 WD NVMe SSD,333006706,74000.0,66999.0,,3.0,2,Dhaka,Qbits,700535937145,11,//www.daraz.com.bd/products/qbits-sigma-x2-intel16-gb-ram-1tb-m2-wd-nvme-ssd-i5-1240p-170-ghz-440-ghz-12-mb-i333006706.html,https://static-01.daraz.com.bd/p/2833c20e32c50fce059fe8609f3a36ba.jpg
ASUS Vivobook 14 X1400EA-EB1582W 11th Gen Intel Core i3-1115G4 8GB RAM 512GB SSD 14 Inch FHD Laptop,341817949,69500.0,64990.0,,0.0,0,Chattogram,BD SALE CTG,700539351781,0,//www.daraz.com.bd/products/asus-vivobook-14-x1400ea-eb1582w-11th-gen-intel-core-i3-1115g4-8gb-ram-512gb-ssd-14-inch-fhd-laptop-i341817949.html,https://static-01.daraz.com.bd/p/37aa843eb1d58d90ad9da5f5bb03f55d.jpg
"HP 250 G8 11th Gen Core i3-1115G4 3 to 4.1GHz, 8GB RAM, 1TB HDD, UHD Graphics, 15.6 Inch FHD Laptop",327307554,53200.0,49800.0,,0.0,0,Chattogram,MS Royal Select,700534707572,0,//www.daraz.com.bd/products/hp-250-g8-11th-gen-core-i3-1115g4-3-to-41ghz-8gb-ram-1tb-hdd-uhd-graphics-156-inch-fhd-laptop-i327307554.html,https://static-01.daraz.com.bd/p/9e8e10f8aaa7fab999cba43fcd201abc.png
"HP 250 G10 13th Gen Core i3-1315U 3.3 to 4.5GHz, 8GB, 512GB SSD, 15.6"" FHD Laptop",327352153,64500.0,60300.0,,0.0,0,Chattogram,JANANI COMPUTERS (CTG),1043982,0,//www.daraz.com.bd/products/hp-250-g10-13th-gen-core-i3-1315u-33-to-45ghz-8gb-512gb-ssd-156-fhd-laptop-i327352153.html,https://static-01.daraz.com.bd/p/df6c294759d5ad9866926df02c7a568f.png
"Acer Aspire 3 A315-59-390P (NX.K6TSI.00A) 12th Gen i3-1215U 3.3 to 4.4GHz, 8GB, 512GB SSD, 15.6 Inch FHD Laptop",322844123,61000.0,57200.0,,0.0,0,Chattogram,JANANI COMPUTERS (CTG),1043982,0,//www.daraz.com.bd/products/acer-aspire-3-a315-59-390p-nxk6tsi00a-12th-gen-i3-1215u-33-to-44ghz-8gb-512gb-ssd-156-inch-fhd-laptop-i322844123.html,https://static-01.daraz.com.bd/p/2ccbb64ffeea36984416cec59bc6dac2.jpg
ASUS VivoBook 15 X515EA-BQ2311W 11th Gen Intel Core  i3-1115G4 4GB RAM 1TB HDD 15.6 Inch FHD Laptop,260726136,55500.0,53900.0,,0.0,0,Chattogram,BD Sales,700507764232,0,//www.daraz.com.bd/products/asus-vivobook-15-x515ea-bq2311w-11th-gen-intel-core-i3-1115g4-4gb-ram-1tb-hdd-156-inch-fhd-laptop-i260726136.html,https://static-01.daraz.com.bd/p/293e7aa9885f57d65bf22c537c6346c6.jpg
"Infinix InBook Y2 Plus 11th Gen i5-1155G7 2.5 To 4.5GHz, 8GB, 512GB SSD, Win 11, 15.6 Inch FHD Laptop",337005385,63500.0,60700.0,,0.0,0,Chattogram,I-CROWN,700507341076,0,//www.daraz.com.bd/products/infinix-inbook-y2-plus-11th-gen-i5-1155g7-25-to-45ghz-8gb-512gb-ssd-win-11-156-inch-fhd-laptop-i337005385.html,https://static-01.daraz.com.bd/p/2940e9674ecbf3ba08a968bd7a53c309.png
"Apple MacBook Pro MTL73 M3 Chip 2.75 to 4.05GHz, 8GB RAM, 512GB SSD, 14.2 Inch Liquid Retina XDR Laptop (Late 2023)",352666243,308000.0,297000.0,,0.0,0,Chattogram,BD SALE CTG,700539351781,0,//www.daraz.com.bd/products/apple-macbook-pro-mrx33-m3-pro-chip-28-to-406ghz-18gb-ram-512gb-ssd-142-inch-liquid-retina-xdr-laptop-late-2023-i352666243.html,https://static-01.daraz.com.bd/p/3c07b1fbf4bf59a005944c9cbcfeffc4.png
ASUS Vivobook S 16 Flip OLED TP3604VA-MY207W Core-i5 13th Gen 16GB RAM 16.0-inch OLED Touch Display Laptop,387611131,153800.0,150420.0,,0.0,0,Chattogram,BD SALE CTG,700539351781,0,//www.daraz.com.bd/products/asus-vivobook-s-16-flip-oled-tp3604va-my207w-core-i5-13th-gen-16gb-ram-160-inch-oled-touch-display-laptop-i387611131.html,https://static-01.daraz.com.bd/p/bb988cfe99b283ea31005bdf87b0ad9f.jpg
"Toshiba Pro C40-G-11I DynaBook 10th Gen i3-10110U 2.1 to 4.1GHz, 8GB, 256GB SSD, 14"" HD Laptop",311093573,49200.0,45700.0,,0.0,0,Chattogram,MS Royal Select,700534707572,0,//www.daraz.com.bd/products/toshiba-pro-c40-g-11i-dynabook-10th-gen-i3-10110u-21-to-41ghz-8gb-256gb-ssd-14-hd-laptop-i311093573.html,https://static-01.daraz.com.bd/p/590c233e0f55e413669fc0977a32413b.jpg
"ASUS VivoBook 15 X515EA-BQ2311W 11th Gen Intel Core i3-1115G4  4GB RAM 1TB HDD 15.6"" FHD Laptop",340244331,58000.0,53900.0,,0.0,0,Chattogram,BD SALE CTG,700539351781,0,//www.daraz.com.bd/products/asus-vivobook-15-x515ea-bq2311w-11th-gen-intel-core-i3-1115g4-4gb-ram-1tb-hdd-156-fhd-laptop-i340244331.html,https://static-01.daraz.com.bd/p/7f9277b6a17dd5cf1b4486d58d5a8aab.png
Asus TUF Gaming A17 FA706ICB-HX076W AMD Ryzen 5-4600H 8GB RAM 512GB SSD RTX3050 4GB GFX 17.3 Inch FHD Display Laptop,328902186,126500.0,115200.0,,0.0,0,Chattogram,JANANI COMPUTERS (CTG),1043982,0,//www.daraz.com.bd/products/asus-tuf-gaming-a17-fa706icb-hx076w-amd-ryzen-5-4600h-8gb-ram-512gb-ssd-rtx3050-4gb-gfx-173-inch-fhd-display-laptop-i328902186.html,https://static-01.daraz.com.bd/p/61ce9b72b1992eb94a92bf52f115c288.png
"HP Victus Gaming 16-d0678TX 11th Gen i5-11400H 2.6 To 4.4 GHz, 16GB, 512GB SSD, RTX 3050 4GB, Windows 11 Home, 16.1 FHD Laptop",299699499,125000.0,122400.0,,0.0,0,Chattogram,MS Royal Select,700534707572,0,//www.daraz.com.bd/products/hp-victus-gaming-16-d0678tx-11th-gen-i5-11400h-26-to-44-ghz-16gb-512gb-ssd-rtx-3050-4gb-windows-11-home-161-fhd-laptop-i299699499.html,https://static-01.daraz.com.bd/p/fdb24c8258afec4cf34b7be61199ae4d.jpg
ASUS Vivobook Go 15 E1504FA-BQ372W) AMD Ryzen 5-7520U 16GB DDR5 RAM 512GB SSD 15.6 Inch FHD Laptop,343232302,77990.0,73700.0,,0.0,0,Chattogram,JANANI COMPUTERS (CTG),1043982,0,//www.daraz.com.bd/products/asus-vivobook-go-15-e1504fa-bq372w-amd-ryzen-5-7520u-16gb-ddr5-ram-512gb-ssd-156-inch-fhd-laptop-i343232302.html,https://static-01.daraz.com.bd/p/08dafacc40c825a985ceb13f1f2f9a36.jpg
"Dell Latitude 14 3420 11th Gen i5-1145G7 2.6 to 4.4GHz, 8GB, 512GB SSD, 14 Inch FHD Laptop",326797681,74000.0,71000.0,,0.0,0,Chattogram,JANANI COMPUTERS (CTG),1043982,0,//www.daraz.com.bd/products/dell-latitude-14-3420-11th-gen-i5-1145g7-26-to-44ghz-8gb-512gb-ssd-14-inch-fhd-laptop-i326797681.html,https://static-01.daraz.com.bd/p/42fcd8920c2b01bb575586594976cc33.png
Asus VivoBook 14 E410MA-EB1420T Intel Celeron N4020 1.1 to 2.8GHz 4GB RAM 512GB SSD 14 FHD Laptop,330032524,49800.0,42900.0,,0.0,0,Chattogram,I-CROWN,700507341076,0,//www.daraz.com.bd/products/asus-vivobook-14-e410ma-eb1420t-intel-celeron-n4020-11-to-28ghz-4gb-ram-512gb-ssd-14-fhd-laptop-i330032524.html,https://static-01.daraz.com.bd/p/0220c3ae9f376b4fa2160ce07ae4c24c.png
